ID;Active (0/1);Name *;Categories (x,y,z...);Reference #;EAN13;Tags,(x,y,z...);Feature(Name:Value:Position)
911;1;Vintage Camera Museum;8;Gurgaon;Haryana;Vintage,Camera,Museum,Gurgaon,Haryana;State:Haryana,Dist/Location:Gurgaon
912;1;Urusvati Museum of Folklore;8;Gurgaon;Haryana;Urusvati,Museum,of,Folklore,Gurgaon,Haryana;State:Haryana,Dist/Location:Gurgaon
913;1;Devi Art Foundation;8;Gurgaon;Haryana;Devi,Art,Foundation,Gurgaon,Haryana;State:Haryana,Dist/Location:Gurgaon
914;1;Damdama Lake;8;Gurgaon;Haryana;Damdama,Lake,Gurgaon,Haryana;State:Haryana,Dist/Location:Gurgaon
915;1;The Lost Lake;8;Gurgaon;Haryana;The,Lost,Lake,Gurgaon,Haryana;State:Haryana,Dist/Location:Gurgaon
916;1;Basai Wetlands;8;Gurgaon;Haryana;Basai,Wetlands,Gurgaon,Haryana;State:Haryana,Dist/Location:Gurgaon
917;1;Brahma Sarovar;8;Kurukshetra;Haryana;Brahma,Sarovar,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
918;1;Sri Krishna Museum;8;Kurukshetra;Haryana;Sri,Krishna,Museum,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
919;1;Jyotisar Birthplace of Bhagavad Gita;8;Kurukshetra;Haryana;Jyotisar,Birthplace,of,Bhagavad,Gita,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
920;1;Kurukshetra Panorama & Science Centre;8;Kurukshetra;Haryana;Kurukshetra,Panorama,&,Science,Centre,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
921;1;Bhadrakali Temple;8;Kurukshetra;Haryana;Bhadrakali,Temple,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
922;1;Sthaneshwar Mahadev Temple;8;Kurukshetra;Haryana;Sthaneshwar,Mahadev,Temple,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
923;1;Sannihit Sarovar;8;Kurukshetra;Haryana;Sannihit,Sarovar,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
924;1;Sheikh Chehli ka Makbara;8;Kurukshetra;Haryana;Sheikh,Chehli,ka,Makbara,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
925;1;Bhishma Kund;8;Kurukshetra;Haryana;Bhishma,Kund,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
926;1;Sheikh Chehli Mausoleum;8;Kurukshetra;Haryana;Sheikh,Chehli,Mausoleum,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
927;1;Lakshmi Narayan Temple;8;Kurukshetra;Haryana;Lakshmi,Narayan,Temple,Kurukshetra,Haryana;State:Haryana,Dist/Location:Kurukshetra
928;1;Shirdi Sai Baba Temple;8;Faridabad;Haryana;Shirdi,Sai,Baba,Temple,Faridabad,Haryana;State:Haryana,Dist/Location:Faridabad
929;1;Surajkund Lake;8;Faridabad;Haryana;Surajkund,Lake,Faridabad,Haryana;State:Haryana,Dist/Location:Faridabad
930;1;ISKCON Temple;8;Faridabad;Haryana;ISKCON,Temple,Faridabad,Haryana;State:Haryana,Dist/Location:Faridabad
931;1;Nahar Singh Cricket Stadium;8;Faridabad;Haryana;Nahar,Singh,Cricket,Stadium,Faridabad,Haryana;State:Haryana,Dist/Location:Faridabad
932;1;Raja Nahar Singh Palace;8;Faridabad;Haryana;Raja,Nahar,Singh,Palace,Faridabad,Haryana;State:Haryana,Dist/Location:Faridabad
933;1;CITM Lake;8;Faridabad;Haryana;CITM,Lake,Faridabad,Haryana;State:Haryana,Dist/Location:Faridabad
934;1;Badkhal Lake;8;Faridabad;Haryana;Badkhal,Lake,Faridabad,Haryana;State:Haryana,Dist/Location:Faridabad
935;1;Badshahi Bag Gurudwara;8;Ambala;Haryana;Badshahi,Bag,Gurudwara,Ambala,Haryana;State:Haryana,Dist/Location:Ambala
936;1;Sis Ganj Gurudwara;8;Ambala;Haryana;Sis,Ganj,Gurudwara,Ambala,Haryana;State:Haryana,Dist/Location:Ambala
937;1;Jain Mandir;8;Ambala;Haryana;Jain,Mandir,Ambala,Haryana;State:Haryana,Dist/Location:Ambala
938;1;Holy Redeemer Church;8;Ambala;Haryana;Holy,Redeemer,Church,Ambala,Haryana;State:Haryana,Dist/Location:Ambala
939;1;Lat Ki Masjid;8;Hisar;Haryana;Lat,Ki,Masjid,Hisar,Haryana;State:Haryana,Dist/Location:Hisar
940;1;Karnal Lake;8;Karnal;Haryana;Karnal,Lake,Karnal,Haryana;State:Haryana,Dist/Location:Karnal
941;1;Kalander Shah's Tomb;8;Karnal;Haryana;Kalander,Shah's,Tomb,Karnal,Haryana;State:Haryana,Dist/Location:Karnal
942;1;Cantonment Church Tower;8;Karnal;Haryana;Cantonment,Church,Tower,Karnal,Haryana;State:Haryana,Dist/Location:Karnal
943;1;Pukka Pul;8;Karnal;Haryana;Pukka,Pul,Karnal,Haryana;State:Haryana,Dist/Location:Karnal
944;1;Tomb of Bu-Ali Shah Kalandar;8;Panipat;Haryana;Tomb,of,Bu-Ali,Shah,Kalandar,Panipat,Haryana;State:Haryana,Dist/Location:Panipat
945;1;Kala Amb Tree Site;8;Panipat;Haryana;Kala,Amb,Tree,Site,Panipat,Haryana;State:Haryana,Dist/Location:Panipat
946;1;Salar Gunj Gate;8;Panipat;Haryana;Salar,Gunj,Gate,Panipat,Haryana;State:Haryana,Dist/Location:Panipat
947;1;Panipat Museum;8;Panipat;Haryana;Panipat,Museum,Panipat,Haryana;State:Haryana,Dist/Location:Panipat
948;1;Kabuli Bagh Mosque;8;Panipat;Haryana;Kabuli,Bagh,Mosque,Panipat,Haryana;State:Haryana,Dist/Location:Panipat
949;1;Devi Temple;8;Panipat;Haryana;Devi,Temple,Panipat,Haryana;State:Haryana,Dist/Location:Panipat
950;1;Grave Of Ibrahim Lodhi;8;Panipat;Haryana;Grave,Of,Ibrahim,Lodhi,Panipat,Haryana;State:Haryana,Dist/Location:Panipat
951;1;Kali Mata Temple;8;Kalka;Haryana;Kali,Mata,Temple,Kalka,Haryana;State:Haryana,Dist/Location:Kalka
952;1;Karma Lakelands Golf Club;8;Manesar;Haryana;Karma,Lakelands,Golf,Club,Manesar,Haryana;State:Haryana,Dist/Location:Manesar
953;1;Banni Khera Farm;8;Rohtak;Haryana;Banni,Khera,Farm,Rohtak,Haryana;State:Haryana,Dist/Location:Rohtak
954;1;Jurasik Park Inn;8;Sonipat;Haryana;Jurasik,Park,Inn,Sonipat,Haryana;State:Haryana,Dist/Location:Sonipat
955;1;Tomb of Khwaza Khizr;8;Sonipat;Haryana;Tomb,of,Khwaza,Khizr,Sonipat,Haryana;State:Haryana,Dist/Location:Sonipat
956;1;Sohna Sulphur Spring;8;Sohna;Haryana;Sohna,Sulphur,Spring,Sohna,Haryana;State:Haryana,Dist/Location:Sohna
957;1;Morni Hills;8;Morni;Haryana;Morni,Hills,Morni,Haryana;State:Haryana,Dist/Location:Morni
