ID;Width;Height
591;29.38363;79.437718
592;30.087809;78.200396
593;30.325558;77.946922
594;29.95278;78.045713
595;30.454793;78.041335
596;29.530018;78.772466
597;0;0
598;29.64207;79.419501
599;30.741752;79.485193
600;29.601546;79.63574
601;30.728045;79.603109
602;29.843351;78.671132
603;30.734486;79.064741
604;29.843012;79.600008
605;30.995177;78.936403
606;30.425713;78.229876
607;30.724994;78.411376
608;29.468033;79.632468
609;30.0703;80.228069
610;29.34896;79.535984
611;30.70332;77.857962
612;30.413798;78.336489
613;30.554221;79.545693
614;30.346437;79.046618
615;29.260524;79.520439
616;30.658768;79.83646
617;30.378733;78.428667
618;30.137771;78.041378
619;30.495996;78.824326
620;29.861439;77.85972
621;29.838629;80.030449
622;23.693366;85.265093
623;30.145888;78.596095
624;0;0
625;31.038457;78.733284
626;29.841512;79.757513
627;29.212331;78.93937
628;30.228002;78.754345
629;29.42253;79.425139
630;30.343361;78.39385
631;30.51346;79.087529
632;30.022127;79.864686
633;30.454614;78.083807
634;29.406714;80.06822
635;30.487325;78.03412
636;29.27779;79.318677
637;0;0
638;30.438938;78.072195
639;30.040005;80.161019
640;30.704963;77.891632
641;0;0
642;26.143289;91.562452
643;26.577536;93.168928
644;27.470404;94.882488
645;26.676209;92.725397
646;27.007821;93.913789
647;26.745998;91.018128
648;24.828246;92.748534
649;26.742954;94.167376
650;26.987787;94.625439
651;25.176527;92.976364
652;27.669038;95.360358
653;26.932494;92.87547
654;27.39613;95.614348
655;26.602196;93.395449
656;25.75007;93.164943
657;25.838466;93.40778
658;26.337995;90.623259
659;26.350488;92.676573
660;26.350488;92.676573
661;0;0
662;10.782788;79.129652
663;13.033701;80.267653
664;8.078142;77.553107
665;9.288119;79.315198
666;12.742875;80.237953
667;12.60893;80.187318
668;10.862049;78.688023
669;13.054518;80.212825
670;9.91951;78.117148
671;10.978056;76.733134
672;10.948446;79.354218
673;13.043764;80.266301
674;12.999169;80.269799
675;10.186824;77.389004
676;0;0
677;11.374409;76.753203
678;11.404024;76.690326
679;8.250748;77.324505
680;12.878083;80.083675
681;13.001552;80.231497
682;8.077813;77.551842
683;11.401762;76.734255
684;8.125683;77.562808
685;8.154781;77.463163
686;10.300021;76.991224
687;11.405362;76.705844
688;9.914908;78.121559
689;11.41888;76.709194
690;9.930103;78.136422
691;10.233945;77.482263
692;11.794989;78.198184
693;13.005077;80.18453
694;10.937435;76.685
695;12.616457;80.197138
696;9.659593;77.303764
697;9.914301;78.111307
698;11.327919;76.909671
699;12.792597;80.24154
700;9.910403;78.146881
701;9.282574;79.197697
702;13.071379;80.254269
703;13.07879;80.285476
704;11.412239;76.712881
705;8.335993;77.292514
706;9.968438;78.038034
707;11.562282;76.532328
708;12.231651;79.065546
709;12.732189;79.054543
710;11.206839;78.446342
711;11.267548;78.391919
712;11.297159;79.55177
713;8.930824;77.235641
714;8.930872;77.220272
715;11.472021;76.602463
716;11.472186;76.534433
717;9.659593;77.303764
718;10.180375;77.528525
719;8.391335;77.257211
720;8.333487;77.457492
721;0;0
722;10.241983;77.508371
723;10.2212;77.472204
724;10.224448;77.463885
725;10.239667;77.47634
726;0;0
727;11.384829;76.852847
728;0;0
729;0;0
730;11.518823;77.244978
731;12.11875;77.773494
732;8.086525;77.553162
733;12.614025;80.178062
734;11.149435;79.837067
735;12.999169;80.269799
736;12.913894;80.25101
737;13.043764;80.266301
738;8.495507;78.113818
739;12.872734;80.115638
740;12.873773;79.693497
741;10.782402;79.846137
742;22.733451;93.063121
743;0;0
744;0;0
745;22.923106;92.632558
746;22.440962;92.785746
747;22.713713;92.247064
748;0;0
749;0;0
750;0;0
751;0;0
752;22.90765;92.753384
753;23.65737;93.276289
754;0;0
755;22.867854;92.772154
756;0;0
757;0;0
758;23.65737;93.276289
759;23.340064;93.380544
760;23.615486;93.066108
761;22.733451;93.063121
762;0;0
763;23.812532;93.246112
764;23.135629;93.278899
765;22.202673;92.886331
766;23.139852;93.307566
767;23.114362;93.26751
768;23.340064;93.380544
769;23.130844;93.316257
770;23.695604;93.375058
771;0;0
772;23.77272;92.729134
773;23.730335;92.777535
774;23.738779;92.952254
775;23.635141;92.727807
776;0;0
777;23.738124;92.713564
778;0;0
779;0;0
780;23.65737;93.276289
781;23.722459;81.022025
782;22.242494;76.130489
783;22.334518;80.609319
784;22.939551;77.610239
785;23.182723;75.766024
786;26.231329;78.167302
787;23.236232;77.356134
788;23.262995;77.390716
789;24.853028;79.917488
790;24.853028;79.917488
791;23.248541;77.401234
792;25.008102;79.477571
793;23.247023;77.390748
794;22.448888;78.301134
795;24.853396;79.917514
796;25.350065;78.637591
797;24.849446;79.933072
798;24.839181;79.929843
799;24.851521;79.932786
800;24.852036;79.92005
801;23.620505;72.870598
802;24.853191;79.91976
803;26.199411;78.146476
804;22.016617;79.82748
805;22.725354;75.877166
806;21.124305;70.821957
807;20.903197;70.372968
808;23.060772;72.578693
809;22.237634;68.965212
810;23.229435;72.671859
811;23.858886;72.099578
812;22.312654;73.187343
813;23.026919;72.578858
814;23.006215;72.598993
815;22.3315;73.189739
816;21.515562;70.473945
817;23.023614;72.597459
818;23.02434;72.58236
819;23.023808;72.584807
820;23.054337;72.590021
821;22.463141;73.484115
822;21.504447;71.810651
823;23.038398;72.526708
824;22.300517;70.799568
825;23.006291;72.599063
826;22.311936;73.18642
827;23.061276;72.588777
828;23.246125;69.66227
829;23.254801;69.665994
830;21.086452;72.70311
831;21.542256;70.462846
832;24.999997;73.482448
833;23.033097;72.547621
834;23.0237;72.587021
835;22.158845;71.768833
836;22.975706;72.481145
837;21.183411;72.789689
838;23.013137;72.567175
839;23.026697;72.570334
840;21.253069;73.590841
841;23.025928;72.564131
842;21.169725;72.793407
843;23.461821;71.285227
844;22.362876;70.707733
845;11.983068;92.939673
846;11.510474;92.61292
847;11.674192;92.745613
848;11.675498;92.758689
849;11.831457;93.02441
850;12.009393;92.944567
851;11.966075;92.919235
852;11.669915;92.725291
853;11.506099;92.699499
854;13.203873;92.880116
855;11.671919;92.723971
856;11.595766;92.605729
857;11.845931;93.01454
858;11.644666;92.745407
859;11.835317;93.031845
860;11.672616;92.710678
861;0;0
862;11.688095;92.72245
863;12.099465;92.739312
864;11.831457;93.02441
865;11.826297;93.061294
866;11.669663;92.745379
867;11.656434;92.739211
868;11.555316;92.573161
869;11.831457;93.02441
870;11.673398;92.732157
871;0;0
872;0;0
873;11.585441;92.612338
874;11.966092;92.919578
875;0;0
876;11.663654;92.742687
877;11.671919;92.723971
878;11.661944;92.694715
879;11.716389;92.731695
880;11.655037;92.754127
881;0;0
882;10.7043;92.344843
883;0;0
884;13.244163;92.956088
885;0;0
886;12.129812;92.789776
887;11.265973;92.679933
888;12.281238;93.299828
889;11.687761;92.721616
890;0;0
891;11.677241;92.723849
892;12.512037;92.963605
893;0;0
894;11.585441;92.612338
895;28.495107;77.08695
896;28.468304;77.065629
897;28.504166;77.094533
898;28.446711;77.083948
899;28.478013;77.027928
900;28.473304;77.065768
901;28.461394;76.888638
902;28.431188;77.090141
903;28.278103;76.921822
904;28.460525;77.069852
905;28.483424;77.107573
906;28.502517;77.094908
907;28.332309;77.006975
908;28.480289;77.078879
909;0;0
910;28.479481;77.073499
911;28.491518;77.099944
912;28.373577;76.986719
913;28.453529;77.069749
914;28.304268;77.127273
915;28.362437;77.122226
916;28.474516;76.980249
917;29.961321;76.823009
918;0;0
919;0;0
920;29.966049;76.831927
921;29.980484;76.828833
922;29.98117;76.825754
923;29.966447;76.834841
924;29.976616;76.825827
925;29.938533;76.811733
926;29.976616;76.825827
927;29.967167;76.832123
928;28.409015;77.337417
929;28.48361;77.307057
930;28.477492;77.311403
931;28.387054;77.29345
932;28.349699;77.327153
933;28.44956;77.271668
934;28.414999;77.267224
935;30.370293;76.7631
936;29.498809;75.877662
937;30.375126;76.77316
938;30.34538;76.831454
939;0;0
940;29.74346;76.975231
941;29.39137;76.977184
942;0;0
943;29.627045;76.977897
944;29.39137;76.977184
945;0;0
946;29.396952;76.97069
947;29.356799;76.951559
948;29.395928;76.986997
949;29.040203;76.652474
950;29.401806;76.970573
951;0;0
952;8.364569;76.954911
953;28.963017;76.506906
954;29.008682;77.079795
955;0;0
956;0;0
957;30.687638;77.085888
958;28.208824;76.609635
959;29.527575;75.130085
960;29.526548;74.998641
961;30.359365;77.54505
962;30.793297;76.909532
963;30.79696;76.912594
964;28.793268;76.042493
965;28.789706;76.128806
966;28.426946;75.795027
967;28.379988;76.985433
968;28.47038;76.562295
969;28.589571;76.603755
970;28.043212;75.545278
971;28.065796;76.099284
972;28.072577;76.07344
973;28.057087;76.100843
974;28.057087;76.100843
975;28.041135;76.100024
976;28.061439;76.130254
977;28.031328;76.09614
978;0;0
979;29.168777;75.717783
980;29.098717;75.962207
981;30.370293;76.7631
982;29.489405;75.872124
983;29.498809;75.877662
984;30.34538;76.831454
985;30.359365;77.54505
986;0;0
987;22.862475;86.243667
988;22.814595;86.178421
989;0;0
990;22.805037;86.191615
991;22.813676;86.196433
992;22.896529;86.20349
993;22.813676;86.196433
994;22.761777;86.254429
995;22.557679;86.555742
996;22.805798;86.187285
997;23.46942;84.271271
998;0;0
999;0;0
1000;0;0
1001;24.492541;86.697801
1002;24.477148;86.70588
1003;24.498333;86.828168
1004;24.394372;87.084658
1005;24.503445;86.674653
1006;24.505913;86.69408
1007;24.491862;86.693519
1008;24.537928;86.734257
1009;24.478389;86.658086
1010;0;0
1011;22.679198;86.498176
1012;3.632091;85.708989
1013;33.82199;78.58316
1014;34.139174;77.53887
1015;34.055764;77.664662
1016;34.191812;77.373763
1017;33.839789;76.805768
1018;34.226275;77.170102
1019;34.293166;77.212903
1020;34.176293;77.350756
1021;34.125445;77.524367
1022;0;0
1023;34.551809;77.535367
1024;33.994448;77.669445
1025;34.154114;77.574876
1026;34.073095;77.546581
1027;33.507813;77.761114
1028;34.224489;77.274544
1029;34.167686;77.587917
1030;0;0
1031;0;0
1032;34.167686;77.587917
1033;34.186416;77.487541
1034;34.000212;77.627978
1035;34.073047;74.837017
1036;34.084938;77.606548
1037;0;0
1038;0;0
1039;34.174126;77.583248
1040;0;0
1041;0;0
1042;0;0
1043;0;0
1044;0;0
1045;32.896888;74.738462
1046;0;0
1047;0;0
1048;34.036782;76.370661
1049;0;0
1050;0;0
1051;34.078922;74.84153
1052;34.113684;74.819639
1053;34.096119;74.877401
1054;34.119696;74.80999
1055;34.054015;75.361614
1056;34.081138;74.841699
1057;0;0
1058;34.081153;74.874793
1059;34.149959;74.87118
1060;34.08607;74.851779
1061;34.086075;74.884701
1062;34.073047;74.837017
1063;34.068619;73.996204
1064;33.824188;74.667125
1065;33.58041;75.508878
1066;34.086075;74.884701
1067;34.111256;74.820397
1068;34.249712;74.389376
1069;34.250033;74.66152
1070;0;0
1071;34.143541;74.82667
1072;34.081153;74.874793
1073;34.137184;75.035556
1074;33.683027;75.219823
1075;34.107949;74.812185
1076;34.103584;74.812823
1077;34.075457;74.830225
1078;34.103169;74.86451
1079;0;0
1080;34.092934;74.815208
1081;34.101643;74.833908
1082;0;0
1083;4.066774;74.810822
1084;34.093411;74.804926
1085;0;0
1086;34.096589;74.810245
1087;34.094209;74.814102
1088;33.03083;74.946848
1089;33.03083;74.946848
1090;32.725193;74.875931
1091;0;0
1092;33.124548;75.257689
1093;32.922089;74.953062
1094;0;0
1095;32.730488;74.859778
1096;32.733998;74.872025
1097;32.726202;74.878108
1098;32.99125;74.779519
1099;32.731024;74.86242
1100;32.770268;75.039435
1101;32.730639;74.889076
1102;32.69735;74.841469
1103;32.747686;74.870357
1104;33.020704;75.358016
1105;32.73877;74.872744
1106;33.154027;75.34813
1107;32.73922;74.872276
1108;32.985269;74.831458
1109;32.810895;75.104357
1110;32.73922;74.872276
1111;32.747742;74.870139
1112;0;0
1113;0;0
1114;0;0
1115;0;0
1116;0;0
1117;0;0
1118;32.964601;75.11834
1119;0;0
1120;33.033382;74.993211
1121;34.070462;74.811037
1122;0;0
1123;33.020704;75.358016
1124;32.920898;75.132489
1125;34.03968;74.25101
1126;34.045423;74.382361
1127;34.043062;74.368007
1128;34.043067;74.368178
1129;0;0
1130;34.077527;74.388771
1131;34.063304;74.378546
1132;0;0
1133;0;0
1134;34.053665;74.387663
1135;0;0
1136;0;0
1137;0;0
1138;0;0
1139;34.047566;74.383396
1140;34.054015;75.361614
1141;34.089026;75.259389
1142;34.014554;75.316229
1143;33.987771;75.388902
1144;34.009782;75.309654
1145;34.093288;75.494259
1146;34.072322;74.8126
1147;0;0
1148;33.154027;75.34813
1149;33.09289;75.243634
1150;34.152134;73.85468
1151;34.433233;75.805804
1152;34.283115;76.768668
1153;34.383035;76.357733
1154;34.320074;75.810947
1155;33.268816;77.178392
1156;0;0
1157;0;0
1158;0;0
1159;0;0
1160;0;0
1161;33.830259;76.497413
1162;33.756315;77.281131
1163;34.396152;77.253139
1164;34.137184;75.035556
1165;32.903098;78.176288
1166;34.551809;77.535367
1167;34.283006;76.771994
1168;27.288671;88.559324
1169;27.386853;88.828937
1170;27.305213;88.249368
1171;28.027011;88.701482
1172;27.37064;88.607357
1173;27.315948;88.602589
1174;27.347835;88.626502
1175;27.406671;88.566665
1176;27.732438;88.202445
1177;0;0
1178;27.365835;88.83596
1179;27.257264;88.296021
1180;27.930023;88.734515
1181;27.374384;88.758324
1182;27.825543;88.693871
1183;27.335427;88.333501
1184;27.360415;88.195968
1185;27.152839;88.338892
1186;27.35066;88.601128
1187;27.357913;88.629178
1188;27.341427;88.619145
1189;27.349913;88.186017
1190;27.261432;88.109206
1191;27.335937;88.610379
1192;27.335937;88.616972
1193;27.305213;88.249368
1194;27.315683;88.602617
1195;27.317934;88.604464
1196;27.182265;88.375698
1197;27.231164;88.410866
1198;27.296113;88.586358
1199;7.16659;88.365129
1200;27.209262;88.135262
1201;23.83735;91.280519
1202;23.509103;91.495977
1203;23.506622;91.312882
1204;24.317083;92.064709
1205;23.829139;91.276093
1206;0;0
1207;23.66841;91.320629
1208;23.740842;91.155378
1209;23.536896;91.097281
1210;23.855006;91.282396
1211;23.841387;91.342998
1212;0;0
